scientific_name,rank,taxonomic_status,common_name,AphiaID,WORMS url,WORMS Api url,LSID,Run script,kingdom,subkingdom,infrakingdom,phylum,subphylum,infraphylum,superclass,class,subclass,infraclass,subterclass,superorder,order,suborder,infraorder,parvorder,section,subsection,superfamily,epifamily,family,subfamily,supertribe,tribe,subtribe,genus,subgenus,species,subspecies,parent,codes,taxon_ID,images,Species List,MARINe Codes
Dodecaceria pacifica,SPECIES,ACCEPTED,Fringed filament worm,1580005,http://www.marinespecies.org/aphia.php?p=taxdetails&id=1580005,https://www.marinespecies.org/rest/AphiaClassificationByAphiaID/1580005,urn:lsid:marinespecies.org:taxname:1580005,https://airtable.com/tblLqtIyuwA7rbEC3/recoMF2UtPoF9kCWx?blocks=bli5ItEhTDGAFc32p,Animalia,,,Annelida,,,,Polychaeta,Sedentaria,Canalipalpata,,,Terebellida,Cirratuliformia,,,,,,,Cirratulidae,,,,,Dodecaceria,,Dodecaceria pacifica,,Dodecaceria,,recoMF2UtPoF9kCWx,PXL_20240510_213841279.jpg (https://v5.airtableusercontent.com/v3/u/33/33/1727985600000/6hwABHsLnOqap7i35er5Jg/eAP6vUC6sYYfNGCc1dWwZxbC4KNCBTCy6gK5_k3yT0HIv00V2Bw8O8gMgo-KsCxpZzcEIEU1-Ayl5JX5H5VvBdg5IyKKIhDf06w2ydOBBRenkFg2ukHtgG9_9W2JsCM2Emkzkh35FgxWslNnM9rUKsgICT15BAtsj53_iGqFclzjznRTZj1IVUp4Uqn_zJqj/o8oYU5NW5QDrnXJ9oGdaStRWFEhUfpgZngBxyYgIzp8),Quadra,
Terebelliformia,SUBORDER,ACCEPTED,,152292,http://www.marinespecies.org/aphia.php?p=taxdetails&id=152292,https://www.marinespecies.org/rest/AphiaClassificationByAphiaID/152292,urn:lsid:marinespecies.org:taxname:152292,https://airtable.com/tblLqtIyuwA7rbEC3/recWtUIMnC3Sc7oXt?blocks=bli5ItEhTDGAFc32p,Animalia,,,Annelida,,,,Polychaeta,Sedentaria,Canalipalpata,,,Terebellida,Terebelliformia,,,,,,,,,,,,,,,,Terebellida,,recWtUIMnC3Sc7oXt,,,
Pectinariidae,FAMILY,ACCEPTED,,980,http://www.marinespecies.org/aphia.php?p=taxdetails&id=980,https://www.marinespecies.org/rest/AphiaClassificationByAphiaID/980,urn:lsid:marinespecies.org:taxname:980,https://airtable.com/tblLqtIyuwA7rbEC3/reczKg6vB3rSHfNuR?blocks=bli5ItEhTDGAFc32p,Animalia,,,Annelida,,,,Polychaeta,Sedentaria,Canalipalpata,,,Terebellida,Terebelliformia,,,,,,,Pectinariidae,,,,,,,,,Terebelliformia,,reczKg6vB3rSHfNuR,,,
Cistenides,GENUS,ACCEPTED,,157316,http://www.marinespecies.org/aphia.php?p=taxdetails&id=157316,https://www.marinespecies.org/rest/AphiaClassificationByAphiaID/157316,urn:lsid:marinespecies.org:taxname:157316,https://airtable.com/tblLqtIyuwA7rbEC3/recE4NJqvf4GYrEAR?blocks=bli5ItEhTDGAFc32p,Animalia,,,Annelida,,,,Polychaeta,Sedentaria,Canalipalpata,,,Terebellida,Terebelliformia,,,,,,,Pectinariidae,,,,,Cistenides,,,,Pectinariidae,,recE4NJqvf4GYrEAR,,,
Cistenides granulata,SPECIES,ACCEPTED,,238377,http://www.marinespecies.org/aphia.php?p=taxdetails&id=238377,https://www.marinespecies.org/rest/AphiaClassificationByAphiaID/238377,urn:lsid:marinespecies.org:taxname:238377,https://airtable.com/tblLqtIyuwA7rbEC3/rec6m6JGGhDH1JnLw?blocks=bli5ItEhTDGAFc32p,Animalia,,,Annelida,,,,Polychaeta,Sedentaria,Canalipalpata,,,Terebellida,Terebelliformia,,,,,,,Pectinariidae,,,,,Cistenides,,Cistenides granulata,,Cistenides,,rec6m6JGGhDH1JnLw,,,
Pectinaria,GENUS,ACCEPTED,,129437,http://www.marinespecies.org/aphia.php?p=taxdetails&id=129437,https://www.marinespecies.org/rest/AphiaClassificationByAphiaID/129437,urn:lsid:marinespecies.org:taxname:129437,https://airtable.com/tblLqtIyuwA7rbEC3/recCAH6IhsezxVg7r?blocks=bli5ItEhTDGAFc32p,Animalia,,,Annelida,,,,Polychaeta,Sedentaria,Canalipalpata,,,Terebellida,Terebelliformia,,,,,,,Pectinariidae,,,,,Pectinaria,,,,Pectinariidae,,recCAH6IhsezxVg7r,,,
Pectinaria granulata,SPECIES,ALTERNATE REPRESENTATION,Sand tube worm,130593,http://www.marinespecies.org/aphia.php?p=taxdetails&id=130593,https://www.marinespecies.org/rest/AphiaClassificationByAphiaID/130593,urn:lsid:marinespecies.org:taxname:130593,https://airtable.com/tblLqtIyuwA7rbEC3/reczbFjMBYUHvCfeT?blocks=bli5ItEhTDGAFc32p,Animalia,,,Annelida,,,,Polychaeta,Sedentaria,Canalipalpata,,,Terebellida,Terebelliformia,,,,,,,Pectinariidae,,,,,Pectinaria,,Pectinaria granulata,,Pectinaria,PECG,reczbFjMBYUHvCfeT,,,
Terebellidae,FAMILY,ACCEPTED,,982,http://www.marinespecies.org/aphia.php?p=taxdetails&id=982,https://www.marinespecies.org/rest/AphiaClassificationByAphiaID/982,urn:lsid:marinespecies.org:taxname:982,https://airtable.com/tblLqtIyuwA7rbEC3/rec8NrpZciIgE4XoR?blocks=bli5ItEhTDGAFc32p,Animalia,,,Annelida,,,,Polychaeta,Sedentaria,Canalipalpata,,,Terebellida,Terebelliformia,,,,,,,Terebellidae,,,,,,,,,Terebelliformia,,rec8NrpZciIgE4XoR,,,
Thelepodinae,SUBFAMILY,ACCEPTED,,181511,http://www.marinespecies.org/aphia.php?p=taxdetails&id=181511,https://www.marinespecies.org/rest/AphiaClassificationByAphiaID/181511,urn:lsid:marinespecies.org:taxname:181511,https://airtable.com/tblLqtIyuwA7rbEC3/recFx6D7NtynOR6Dq?blocks=bli5ItEhTDGAFc32p,Animalia,,,Annelida,,,,Polychaeta,Sedentaria,Canalipalpata,,,Terebellida,Terebelliformia,,,,,,,Terebellidae,Thelepodinae,,,,,,,,Terebellidae,,recFx6D7NtynOR6Dq,,,
Thelepus,GENUS,ACCEPTED,,129714,http://www.marinespecies.org/aphia.php?p=taxdetails&id=129714,https://www.marinespecies.org/rest/AphiaClassificationByAphiaID/129714,urn:lsid:marinespecies.org:taxname:129714,https://airtable.com/tblLqtIyuwA7rbEC3/recuipkplNbW6GQNh?blocks=bli5ItEhTDGAFc32p,Animalia,,,Annelida,,,,Polychaeta,Sedentaria,Canalipalpata,,,Terebellida,Terebelliformia,,,,,,,Terebellidae,Thelepodinae,,,,Thelepus,,,,Thelepodinae,,recuipkplNbW6GQNh,,,
Thelepus crispus,SPECIES,ACCEPTED,Spaghetti worm,332560,http://www.marinespecies.org/aphia.php?p=taxdetails&id=332560,https://www.marinespecies.org/rest/AphiaClassificationByAphiaID/332560,urn:lsid:marinespecies.org:taxname:332560,https://airtable.com/tblLqtIyuwA7rbEC3/rec53Cm8kspByIWqt?blocks=bli5ItEhTDGAFc32p,Animalia,,,Annelida,,,,Polychaeta,Sedentaria,Canalipalpata,,,Terebellida,Terebelliformia,,,,,,,Terebellidae,Thelepodinae,,,,Thelepus,,Thelepus crispus,,Thelepus,THCR,rec53Cm8kspByIWqt,,,
Scolecida,INFRACLASS,ACCEPTED,,183607,http://www.marinespecies.org/aphia.php?p=taxdetails&id=183607,https://www.marinespecies.org/rest/AphiaClassificationByAphiaID/183607,urn:lsid:marinespecies.org:taxname:183607,https://airtable.com/tblLqtIyuwA7rbEC3/recA470z2gbX3M2Lr?blocks=bli5ItEhTDGAFc32p,Animalia,,,Annelida,,,,Polychaeta,Sedentaria,Scolecida,,,,,,,,,,,,,,,,,,,,Sedentaria,,recA470z2gbX3M2Lr,,,
Capitellidae,FAMILY,ACCEPTED,,921,http://www.marinespecies.org/aphia.php?p=taxdetails&id=921,https://www.marinespecies.org/rest/AphiaClassificationByAphiaID/921,urn:lsid:marinespecies.org:taxname:921,https://airtable.com/tblLqtIyuwA7rbEC3/recVYMZj9cyngK6lN?blocks=bli5ItEhTDGAFc32p,Animalia,,,Annelida,,,,Polychaeta,Sedentaria,Scolecida,,,,,,,,,,,Capitellidae,,,,,,,,,Scolecida,,recVYMZj9cyngK6lN,,,
Notomastus,GENUS,ACCEPTED,,129220,http://www.marinespecies.org/aphia.php?p=taxdetails&id=129220,https://www.marinespecies.org/rest/AphiaClassificationByAphiaID/129220,urn:lsid:marinespecies.org:taxname:129220,https://airtable.com/tblLqtIyuwA7rbEC3/recvRtP62wx4EhvdE?blocks=bli5ItEhTDGAFc32p,Animalia,,,Annelida,,,,Polychaeta,Sedentaria,Scolecida,,,,,,,,,,,Capitellidae,,,,,Notomastus,,,,Capitellidae,,recvRtP62wx4EhvdE,,,
Notomastus tenuis,SPECIES,ACCEPTED,Thread worm,334241,http://www.marinespecies.org/aphia.php?p=taxdetails&id=334241,https://www.marinespecies.org/rest/AphiaClassificationByAphiaID/334241,urn:lsid:marinespecies.org:taxname:334241,https://airtable.com/tblLqtIyuwA7rbEC3/recFjyMLI4hd4K4WR?blocks=bli5ItEhTDGAFc32p,Animalia,,,Annelida,,,,Polychaeta,Sedentaria,Scolecida,,,,,,,,,,,Capitellidae,,,,,Notomastus,,Notomastus tenuis,,Notomastus,NOTT,recFjyMLI4hd4K4WR,,,
Arthropoda,PHYLUM,ACCEPTED,,1065,http://www.marinespecies.org/aphia.php?p=taxdetails&id=1065,https://www.marinespecies.org/rest/AphiaClassificationByAphiaID/1065,urn:lsid:marinespecies.org:taxname:1065,https://airtable.com/tblLqtIyuwA7rbEC3/recUDGsMWHSKGUek7?blocks=bli5ItEhTDGAFc32p,Animalia,,,Arthropoda,,,,,,,,,,,,,,,,,,,,,,,,,,Animalia,,recUDGsMWHSKGUek7,,,
Chelicerata,SUBPHYLUM,ACCEPTED,,1274,http://www.marinespecies.org/aphia.php?p=taxdetails&id=1274,https://www.marinespecies.org/rest/AphiaClassificationByAphiaID/1274,urn:lsid:marinespecies.org:taxname:1274,https://airtable.com/tblLqtIyuwA7rbEC3/recEmfRWFreI9WCNA?blocks=bli5ItEhTDGAFc32p,Animalia,,,Arthropoda,Chelicerata,,,,,,,,,,,,,,,,,,,,,,,,,Arthropoda,,recEmfRWFreI9WCNA,,,
Arachnida,CLASS,ACCEPTED,,1300,http://www.marinespecies.org/aphia.php?p=taxdetails&id=1300,https://www.marinespecies.org/rest/AphiaClassificationByAphiaID/1300,urn:lsid:marinespecies.org:taxname:1300,https://airtable.com/tblLqtIyuwA7rbEC3/recjBInZPgXJZirW7?blocks=bli5ItEhTDGAFc32p,Animalia,,,Arthropoda,Chelicerata,,,Arachnida,,,,,,,,,,,,,,,,,,,,,,Chelicerata,,recjBInZPgXJZirW7,,,
Acari,SUBCLASS,ACCEPTED,,292684,http://www.marinespecies.org/aphia.php?p=taxdetails&id=292684,https://www.marinespecies.org/rest/AphiaClassificationByAphiaID/292684,urn:lsid:marinespecies.org:taxname:292684,https://airtable.com/tblLqtIyuwA7rbEC3/recx7cVtCN28P85G0?blocks=bli5ItEhTDGAFc32p,Animalia,,,Arthropoda,Chelicerata,,,Arachnida,Acari,,,,,,,,,,,,,,,,,,,,,Arachnida,,recx7cVtCN28P85G0,,,
Acariformes,SUPERORDER,ACCEPTED,,760683,http://www.marinespecies.org/aphia.php?p=taxdetails&id=760683,https://www.marinespecies.org/rest/AphiaClassificationByAphiaID/760683,urn:lsid:marinespecies.org:taxname:760683,https://airtable.com/tblLqtIyuwA7rbEC3/recx9zdEHh8Whmt23?blocks=bli5ItEhTDGAFc32p,Animalia,,,Arthropoda,Chelicerata,,,Arachnida,Acari,,,Acariformes,,,,,,,,,,,,,,,,,,Acari,,recx9zdEHh8Whmt23,,,
Trombidiformes,ORDER,ACCEPTED,,182702,http://www.marinespecies.org/aphia.php?p=taxdetails&id=182702,https://www.marinespecies.org/rest/AphiaClassificationByAphiaID/182702,urn:lsid:marinespecies.org:taxname:182702,https://airtable.com/tblLqtIyuwA7rbEC3/rec0TuishzH0xJuMW?blocks=bli5ItEhTDGAFc32p,Animalia,,,Arthropoda,Chelicerata,,,Arachnida,Acari,,,Acariformes,Trombidiformes,,,,,,,,,,,,,,,,,Acariformes,,rec0TuishzH0xJuMW,,,
Prostigmata,SUBORDER,ACCEPTED,,1414,http://www.marinespecies.org/aphia.php?p=taxdetails&id=1414,https://www.marinespecies.org/rest/AphiaClassificationByAphiaID/1414,urn:lsid:marinespecies.org:taxname:1414,https://airtable.com/tblLqtIyuwA7rbEC3/recSyCvEte5EkkptU?blocks=bli5ItEhTDGAFc32p,Animalia,,,Arthropoda,Chelicerata,,,Arachnida,Acari,,,Acariformes,Trombidiformes,Prostigmata,,,,,,,,,,,,,,,,Trombidiformes,,recSyCvEte5EkkptU,,,
Bdelloidea,SUPERFAMILY,ACCEPTED,,762069,http://www.marinespecies.org/aphia.php?p=taxdetails&id=762069,https://www.marinespecies.org/rest/AphiaClassificationByAphiaID/762069,urn:lsid:marinespecies.org:taxname:762069,https://airtable.com/tblLqtIyuwA7rbEC3/recRBUAWFGiOiPtoc?blocks=bli5ItEhTDGAFc32p,Animalia,,,Arthropoda,Chelicerata,,,Arachnida,Acari,,,Acariformes,Trombidiformes,Prostigmata,,,,,Bdelloidea,,,,,,,,,,,Prostigmata,,recRBUAWFGiOiPtoc,,,
Bdellidae,FAMILY,ACCEPTED,,150433,http://www.marinespecies.org/aphia.php?p=taxdetails&id=150433,https://www.marinespecies.org/rest/AphiaClassificationByAphiaID/150433,urn:lsid:marinespecies.org:taxname:150433,https://airtable.com/tblLqtIyuwA7rbEC3/recxbWCrMWqmG7Opo?blocks=bli5ItEhTDGAFc32p,Animalia,,,Arthropoda,Chelicerata,,,Arachnida,Acari,,,Acariformes,Trombidiformes,Prostigmata,,,,,Bdelloidea,,Bdellidae,,,,,,,,,Bdelloidea,,recxbWCrMWqmG7Opo,,,
Neomolgus,GENUS,ACCEPTED,,150444,http://www.marinespecies.org/aphia.php?p=taxdetails&id=150444,https://www.marinespecies.org/rest/AphiaClassificationByAphiaID/150444,urn:lsid:marinespecies.org:taxname:150444,https://airtable.com/tblLqtIyuwA7rbEC3/recqbViYgqOlwzP1S?blocks=bli5ItEhTDGAFc32p,Animalia,,,Arthropoda,Chelicerata,,,Arachnida,Acari,,,Acariformes,Trombidiformes,Prostigmata,,,,,Bdelloidea,,Bdellidae,,,,,Neomolgus,,,,Bdellidae,,recqbViYgqOlwzP1S,,,
Neomolgus littoralis,SPECIES,ACCEPTED,Red velvet mite,231986,http://www.marinespecies.org/aphia.php?p=taxdetails&id=231986,https://www.marinespecies.org/rest/AphiaClassificationByAphiaID/231986,urn:lsid:marinespecies.org:taxname:231986,https://airtable.com/tblLqtIyuwA7rbEC3/recn1oI9UsTBOi08F?blocks=bli5ItEhTDGAFc32p,Animalia,,,Arthropoda,Chelicerata,,,Arachnida,Acari,,,Acariformes,Trombidiformes,Prostigmata,,,,,Bdelloidea,,Bdellidae,,,,,Neomolgus,,Neomolgus littoralis,,Neomolgus,NELI,recn1oI9UsTBOi08F,,,
Pycnogonida,CLASS,ACCEPTED,Sea spider,1302,http://www.marinespecies.org/aphia.php?p=taxdetails&id=1302,https://www.marinespecies.org/rest/AphiaClassificationByAphiaID/1302,urn:lsid:marinespecies.org:taxname:1302,https://airtable.com/tblLqtIyuwA7rbEC3/recOpkkqFvdjxymO2?blocks=bli5ItEhTDGAFc32p,Animalia,,,Arthropoda,Chelicerata,,,Pycnogonida,,,,,,,,,,,,,,,,,,,,,,Chelicerata,PYCN,recOpkkqFvdjxymO2,,,
Crustacea,SUBPHYLUM,ACCEPTED,Crustacean,1066,http://www.marinespecies.org/aphia.php?p=taxdetails&id=1066,https://www.marinespecies.org/rest/AphiaClassificationByAphiaID/1066,urn:lsid:marinespecies.org:taxname:1066,https://airtable.com/tblLqtIyuwA7rbEC3/rec3R6i2fFQlXKpbt?blocks=bli5ItEhTDGAFc32p,Animalia,,,Arthropoda,Crustacea,,,,,,,,,,,,,,,,,,,,,,,,,Arthropoda,UNSH,rec3R6i2fFQlXKpbt,,,
Multicrustacea,SUPERCLASS,ACCEPTED,,845959,http://www.marinespecies.org/aphia.php?p=taxdetails&id=845959,https://www.marinespecies.org/rest/AphiaClassificationByAphiaID/845959,urn:lsid:marinespecies.org:taxname:845959,https://airtable.com/tblLqtIyuwA7rbEC3/recsUJeVgpRqOFPEm?blocks=bli5ItEhTDGAFc32p,Animalia,,,Arthropoda,Crustacea,,Multicrustacea,,,,,,,,,,,,,,,,,,,,,,,Crustacea,,recsUJeVgpRqOFPEm,,,
Hexanauplia,CLASS,ACCEPTED,,889925,http://www.marinespecies.org/aphia.php?p=taxdetails&id=889925,https://www.marinespecies.org/rest/AphiaClassificationByAphiaID/889925,urn:lsid:marinespecies.org:taxname:889925,https://airtable.com/tblLqtIyuwA7rbEC3/recQZL3tccFhsJ53Z?blocks=bli5ItEhTDGAFc32p,Animalia,,,Arthropoda,Crustacea,,Multicrustacea,Hexanauplia,,,,,,,,,,,,,,,,,,,,,,Multicrustacea,,recQZL3tccFhsJ53Z,,,
Thecostraca,SUBCLASS,ACCEPTED,,22388,http://www.marinespecies.org/aphia.php?p=taxdetails&id=22388,https://www.marinespecies.org/rest/AphiaClassificationByAphiaID/22388,urn:lsid:marinespecies.org:taxname:22388,https://airtable.com/tblLqtIyuwA7rbEC3/recm22tL8UNRSvKMJ?blocks=bli5ItEhTDGAFc32p,Animalia,,,Arthropoda,Crustacea,,Multicrustacea,Hexanauplia,Thecostraca,,,,,,,,,,,,,,,,,,,,,Hexanauplia,,recm22tL8UNRSvKMJ,,,
Cirripedia,INFRACLASS,ACCEPTED,,1082,http://www.marinespecies.org/aphia.php?p=taxdetails&id=1082,https://www.marinespecies.org/rest/AphiaClassificationByAphiaID/1082,urn:lsid:marinespecies.org:taxname:1082,https://airtable.com/tblLqtIyuwA7rbEC3/rec4LP9Bqoz0t5uvq?blocks=bli5ItEhTDGAFc32p,Animalia,,,Arthropoda,Crustacea,,Multicrustacea,Hexanauplia,Thecostraca,Cirripedia,,,,,,,,,,,,,,,,,,,,Thecostraca,"BARN,barn,BARN",rec4LP9Bqoz0t5uvq,,,OTHBAR
Thoracica,SUPERORDER,ACCEPTED,,1107,http://www.marinespecies.org/aphia.php?p=taxdetails&id=1107,https://www.marinespecies.org/rest/AphiaClassificationByAphiaID/1107,urn:lsid:marinespecies.org:taxname:1107,https://airtable.com/tblLqtIyuwA7rbEC3/recOXOd36pjyoEdlw?blocks=bli5ItEhTDGAFc32p,Animalia,,,Arthropoda,Crustacea,,Multicrustacea,Hexanauplia,Thecostraca,Cirripedia,,Thoracica,,,,,,,,,,,,,,,,,,Cirripedia,,recOXOd36pjyoEdlw,,,
Scalpelliformes,ORDER,ACCEPTED,,534760,http://www.marinespecies.org/aphia.php?p=taxdetails&id=534760,https://www.marinespecies.org/rest/AphiaClassificationByAphiaID/534760,urn:lsid:marinespecies.org:taxname:534760,https://airtable.com/tblLqtIyuwA7rbEC3/recbRvvahMCgFCZak?blocks=bli5ItEhTDGAFc32p,Animalia,,,Arthropoda,Crustacea,,Multicrustacea,Hexanauplia,Thecostraca,Cirripedia,,Thoracica,Scalpelliformes,,,,,,,,,,,,,,,,,Thoracica,,recbRvvahMCgFCZak,,,
Pollicipedidae,FAMILY,ACCEPTED,,106054,http://www.marinespecies.org/aphia.php?p=taxdetails&id=106054,https://www.marinespecies.org/rest/AphiaClassificationByAphiaID/106054,urn:lsid:marinespecies.org:taxname:106054,https://airtable.com/tblLqtIyuwA7rbEC3/recItxfUnYbohyXVc?blocks=bli5ItEhTDGAFc32p,Animalia,,,Arthropoda,Crustacea,,Multicrustacea,Hexanauplia,Thecostraca,Cirripedia,,Thoracica,Scalpelliformes,,,,,,,,Pollicipedidae,,,,,,,,,Scalpelliformes,,recItxfUnYbohyXVc,,,
Pollicipes,GENUS,ACCEPTED,,106101,http://www.marinespecies.org/aphia.php?p=taxdetails&id=106101,https://www.marinespecies.org/rest/AphiaClassificationByAphiaID/106101,urn:lsid:marinespecies.org:taxname:106101,https://airtable.com/tblLqtIyuwA7rbEC3/rec0uyNOtpVBYMckB?blocks=bli5ItEhTDGAFc32p,Animalia,,,Arthropoda,Crustacea,,Multicrustacea,Hexanauplia,Thecostraca,Cirripedia,,Thoracica,Scalpelliformes,,,,,,,,Pollicipedidae,,,,,Pollicipes,,,,Pollicipedidae,,rec0uyNOtpVBYMckB,,,
Pollicipes polymerus,SPECIES,ACCEPTED,Gooseneck barnacle,535329,http://www.marinespecies.org/aphia.php?p=taxdetails&id=535329,https://www.marinespecies.org/rest/AphiaClassificationByAphiaID/535329,urn:lsid:marinespecies.org:taxname:535329,https://airtable.com/tblLqtIyuwA7rbEC3/rec1gLwWlY2hboHwF?blocks=bli5ItEhTDGAFc32p,Animalia,,,Arthropoda,Crustacea,,Multicrustacea,Hexanauplia,Thecostraca,Cirripedia,,Thoracica,Scalpelliformes,,,,,,,,Pollicipedidae,,,,,Pollicipes,,Pollicipes polymerus,,Pollicipes,"POPO,DPOPO",rec1gLwWlY2hboHwF,"Pollicipes_polymerus_47757_B3429_d07703.JPG (https://v5.airtableusercontent.com/v3/u/33/33/1727985600000/gX1azN5rTrhT8SDzZmbaIg/JNCJUFZs4kZ0LZ3iHRajpXpGy7qgy29p-Hvzgi8JzJezRrZfmC6vMDIi5xU4Fx_07IhbBNVMHrWa2t7mJfF_FbSxoZ3WMWfpfxyFOiIjCPFzE1f5Fh1fW1INfofhTCJmxpiTA-5WeB3yG0VeAWfYhz3kVPiI3A19Ygm4DlaxlJfVpAiD5j3bzBw1E1jEp_rF/6Kagc629eNHyoeWESE5KpvRKRyUWnh5Lk0w5dzRp0c4),Pollicipes_polymerus_47758_B3430_d07705.JPG (https://v5.airtableusercontent.com/v3/u/33/33/1727985600000/ZkacFV5BD-eQTXmCKlhI_w/9_TnZvNCtZfSTbq6SbvdA1CtNmNBolu39ezeCEvimA-G4Zha2YOJ61i7CQ1NgfiFN-EVFyNK3Ssu-lCLXMxoqsaP5uOP-Dssk9RfgucOr4L_8PwZIHKo8dpJNvSk0akIw_TuEkGbe5PJAApEZeLSmtL3Y9V7Axb4BQMW-2AVHdNs13ZJwOX9hRANR_5-Xeh7/S-8Ew4OjmUKD1ANEP5p99pgfU8WDsAXR_yvCid5GjSY)",,POLPOL
